1000	7.5800111517e-05
2000	1.9180006348e-04
3000	2.5260006078e-04
4000	3.0700000934e-04
5000	3.8590002805e-04
6000	4.7760014422e-04
7000	5.9069995768e-04
8000	7.3089986108e-04
9000	7.5289979577e-04
10000	1.0586001445e-03
11000	1.1556998361e-03
12000	1.1883999687e-03
13000	1.1708000675e-03
14000	1.4499998651e-03
15000	2.3154998198e-03
16000	1.8535000272e-03
17000	1.5700000804e-03
18000	2.1685000975e-03
19000	2.5222001132e-03
20000	1.9634000491e-03
21000	2.1589000244e-03
22000	2.3707000073e-03
23000	2.1714000031e-03
24000	2.3805000819e-03
25000	3.3267000690e-03
26000	3.2934001647e-03
27000	2.6359998155e-03
28000	3.8177000824e-03
29000	2.8306001332e-03
30000	3.3036000095e-03
31000	3.1206000131e-03
32000	3.6673999857e-03
33000	4.5761999208e-03
34000	4.9750998151e-03
35000	4.0861000307e-03
36000	3.6064998712e-03
37000	4.1234998498e-03
38000	4.5610999223e-03
39000	4.8088000622e-03
40000	5.4619999137e-03
41000	4.1783999186e-03
42000	5.6610000320e-03
43000	5.1011999603e-03
44000	6.1170000117e-03
45000	5.6995998602e-03
46000	6.1582999770e-03
47000	7.0476001129e-03
48000	6.6076999065e-03
49000	6.3177999109e-03
50000	7.6015000232e-03
51000	7.1159999352e-03
52000	1.1007399997e-02
53000	5.9980999213e-03
54000	9.8852000665e-03
55000	7.7213000041e-03
56000	7.6021000277e-03
57000	7.8050000593e-03
58000	8.2662999630e-03
59000	7.5777999591e-03
60000	6.6803998780e-03
61000	7.9687999096e-03
62000	7.0715998299e-03
63000	7.1072999854e-03
64000	1.0669500101e-02
65000	9.4981999137e-03
66000	8.4998998791e-03
67000	1.2846000027e-02
68000	8.5081998259e-03
69000	1.0892299935e-02
70000	1.0604199953e-02
71000	1.0879100068e-02
72000	1.0980100138e-02
73000	1.0752399918e-02
74000	9.8145999946e-03
75000	8.9787000325e-03
76000	1.1169399833e-02
77000	1.1178100016e-02
78000	9.3679998536e-03
79000	1.0687100003e-02
80000	9.3488001730e-03
81000	1.1337199947e-02
82000	1.1433300097e-02
83000	1.0933000129e-02
84000	1.5218100045e-02
85000	1.1251499876e-02
86000	1.1970099993e-02
87000	1.1021299986e-02
88000	1.1754099978e-02
89000	1.0613800026e-02
90000	1.8420499982e-02
91000	1.0699999984e-02
92000	1.4639099827e-02
93000	1.3098899974e-02
94000	1.2229399988e-02
95000	1.1817400111e-02
96000	1.6697700135e-02
97000	1.2831700034e-02
98000	1.2574800057e-02
99000	1.5406099847e-02
100000	1.4270599931e-02
101000	1.9043700071e-02
102000	1.2452000054e-02
103000	1.5785000054e-02
104000	1.4256099937e-02
105000	1.5076899901e-02
106000	2.0795000019e-02
107000	1.7069799826e-02
108000	1.3610499911e-02
109000	1.8330699997e-02
110000	1.4033399988e-02
111000	1.7875499791e-02
112000	2.0227999892e-02
113000	1.6213999828e-02
114000	1.6396299936e-02
115000	1.8525500083e-02
116000	2.2928099846e-02
117000	1.4985600021e-02
118000	1.7636700068e-02
119000	1.6320199938e-02
120000	1.9217699999e-02
121000	1.8239000114e-02
122000	2.1272099810e-02
123000	2.0489899907e-02
124000	1.7625899985e-02
125000	1.8103400012e-02
126000	2.0584200043e-02
127000	2.6484200032e-02
128000	2.4049199885e-02
129000	2.5605299976e-02
130000	2.3973800009e-02
131000	2.2518199869e-02
132000	2.1170899970e-02
133000	2.0454899874e-02
134000	2.0367900142e-02
135000	2.2075599991e-02
136000	2.0628999919e-02
137000	2.8238600120e-02
138000	1.8947999924e-02
139000	1.8573999871e-02
140000	2.5990499882e-02
141000	2.2197899874e-02
142000	2.1357000107e-02
143000	2.0869400119e-02
144000	3.2425199868e-02
145000	2.0707499934e-02
146000	1.9200700102e-02
147000	2.6826499961e-02
148000	2.3662900086e-02
149000	2.2910900181e-02
150000	2.9595399974e-02
151000	2.5908700190e-02
152000	2.2738599917e-02
153000	2.0942999981e-02
154000	2.3525800090e-02
155000	2.4845200125e-02
156000	2.1391899791e-02
157000	2.7398800012e-02
158000	2.4735199986e-02
159000	2.2804800188e-02
160000	2.9151499970e-02
161000	2.2024200065e-02
